respondent_id,_true_persona,Q2_community,Q3_nationality_region,Q4_age_group,Q5_household_composition,Q6_ownership,Q7_years_in_community,Q8_villa_bedrooms,Q9_income_bracket_aed,Q10_cleaning,Q10_gardening,Q10_pool,Q10_pest_control,Q10_repairs,Q10_none,Q11_sourcing_channel,Q12_satisfaction,Q13_pain_unreliable_staff,Q13_pain_inconsistent_quality,Q13_pain_trust_strangers,Q13_pain_high_cost,Q13_pain_time_coordinating,Q13_pain_staff_turnover,Q13_pain_no_accountability,Q13_pain_hard_to_find_specialists,Q13_pain_none,Q14_hours_coordinating_monthly,Q15_feat_fixed_schedule,Q15_feat_vetted_staff,Q15_feat_continuity,Q15_feat_bundled_package,Q15_feat_emergency_callout,Q15_feat_visit_tracking,Q15_feat_ratings_reviews,Q15_feat_flex_addons,Q15_feat_community_manager,Q16_continuity_importance,Q17_scheduling_pref,Q18_current_spend_aed,Q19_max_wtp_aed,Q20_billing_pref,Q22_vetting_importance,Q23_app_comfort,Q24_app_real_time_tracking,Q24_app_in_app_reschedule,Q24_app_ratings,Q24_app_photo_verification,Q24_app_chat,Q24_app_announcements,Q24_app_none_prefer_whatsapp,Q25_interest
393,Skeptical Traditionalists,Akoya Oxygen,GCC national,55+,Multigenerational household,Owner,19.0,4,"15,000-29,999",0,1,1,1,1,0,Informal/word-of-mouth,2,0,0,0,0,0,0,0,0,1,3.4,0,0,1,0,0,0,1,0,0,4,Weekly,1507.0,1305.0,Bundled into HOA fees,4,2,0,0,1,0,0,0,1,No
394,Affluent Low-Engagement,Arabian Ranches,Western (Europe/NA/ANZ),45-54,Couple with children,Owner,6.4,4,"50,000-79,999",1,1,1,0,1,0,Agency/company,3,1,1,0,0,0,0,0,0,0,1.6,1,0,0,0,0,0,0,1,0,5,Monthly,8725.0,14374.0,Bundled into HOA fees,4,3,1,0,0,0,1,0,0,Yes
395,Time-Poor Premium Professionals,Damac Hills,Other Arab,35-44,"Single/couple, no children",Owner,5.1,4,"50,000-79,999",1,1,1,0,0,0,Agency/company,4,0,0,0,0,1,0,0,1,0,6.8,1,0,0,0,1,0,0,0,0,4,Weekly,2664.0,3711.0,Separate billing,4,4,0,0,1,0,1,1,0,Maybe
396,Cost-Conscious Family Households,Mudon,Western (Europe/NA/ANZ),35-44,Couple with children,Owner,6.5,5,"30,000-49,999",0,0,0,0,0,1,Individual freelancers,5,0,1,0,1,0,0,0,0,0,6.8,0,1,0,1,0,0,0,1,0,4,Flexible/on-demand,1814.0,1461.0,Bundled into HOA fees,4,4,0,0,1,0,0,0,0,Yes
397,Tech-Savvy Young Adopters,Jumeirah Park,Other,Under 25,"Single/couple, no children",Tenant,1.4,2,"50,000-79,999",1,1,1,0,1,0,Mix,2,1,0,0,0,0,1,1,1,0,3.7,0,0,1,1,0,0,1,1,0,4,Biweekly,1021.0,1860.0,Separate billing,5,5,0,0,1,0,0,0,1,Maybe
398,Cost-Conscious Family Households,Akoya Oxygen,GCC national,35-44,Couple with children,Tenant,6.0,2,"30,000-49,999",1,0,0,0,0,0,DIY,3,0,0,0,0,0,1,0,0,0,5.6,1,1,0,1,0,1,0,1,1,5,Weekly,1336.0,34.0,Separate billing,5,5,0,0,0,0,0,0,0,Maybe
399,Cost-Conscious Family Households,Damac Hills,South Asian,55+,"Single/couple, no children",Tenant,12.1,3,"Under 15,000",0,0,0,1,1,0,Individual freelancers,2,0,0,0,1,1,0,0,0,0,6.8,1,1,0,1,0,1,0,1,0,3,Biweekly,954.0,239.0,Bundled into HOA fees,3,5,0,0,1,0,0,0,0,Yes
400,Cost-Conscious Family Households,Jumeirah Park,South Asian,55+,Couple with children,Owner,16.7,3,,1,0,0,1,0,0,DIY,5,0,1,0,0,1,0,1,0,0,6.1,0,0,0,1,0,0,0,0,1,5,Flexible/on-demand,1380.0,1468.0,No preference,4,4,0,0,0,0,0,0,0,Maybe
401,Cost-Conscious Family Households,Akoya Oxygen,Other,35-44,Couple with children,Tenant,2.5,2,"30,000-49,999",0,0,0,0,0,1,Individual freelancers,2,0,0,1,0,0,1,1,0,0,8.0,0,1,0,1,0,0,0,0,1,4,Biweekly,1764.0,1874.0,Bundled into HOA fees,5,4,1,1,0,1,1,0,0,Maybe
402,Tech-Savvy Young Adopters,Damac Hills,Other,Under 25,Couple with children,Tenant,2.6,3,"15,000-29,999",1,0,0,0,1,0,Mix,4,1,1,0,1,1,0,0,0,0,6.8,1,0,1,0,0,1,0,0,0,3,Weekly,1101.0,706.0,Bundled into HOA fees,4,4,0,1,1,0,1,0,0,Yes
403,Affluent Low-Engagement,Arabian Ranches,Other,55+,Couple with children,Owner,19.6,5,,1,0,1,1,1,1,Mix,3,0,0,0,0,0,0,0,1,1,1.3,0,0,0,0,0,1,0,0,1,4,Biweekly,7704.0,9441.0,Separate billing,4,1,0,0,0,0,0,1,1,No
404,Time-Poor Premium Professionals,The Meadows,Western (Europe/NA/ANZ),35-44,Couple with children,Tenant,5.3,3,,1,1,1,1,1,0,Agency/company,2,1,0,0,1,1,1,0,0,0,9.8,1,1,1,1,1,0,1,0,0,5,Weekly,1562.0,2208.0,Separate billing,5,5,0,0,0,0,0,1,0,Yes
405,Tech-Savvy Young Adopters,Damac Hills,Other Arab,25-34,"Single/couple, no children",Owner,0.5,2,"Under 15,000",0,0,0,0,0,1,DIY,3,0,0,0,1,0,0,0,0,0,3.3,0,1,1,0,0,0,0,0,0,3,Flexible/on-demand,616.0,30.0,Bundled into HOA fees,3,4,0,0,0,0,1,1,0,Maybe
406,Tech-Savvy Young Adopters,Akoya Oxygen,Other,Under 25,"Single/couple, no children",Tenant,0.9,2,"30,000-49,999",1,0,1,0,0,0,Informal/word-of-mouth,2,1,1,0,0,0,0,0,1,0,2.6,0,1,0,0,0,0,0,1,0,5,Weekly,885.0,1840.0,No preference,4,5,0,0,0,0,0,0,0,Yes
407,Cost-Conscious Family Households,Jumeirah Islands,Western (Europe/NA/ANZ),45-54,Couple with children,Owner,6.3,3,"30,000-49,999",0,1,0,0,1,0,Agency/company,3,1,0,0,0,1,0,0,0,0,7.0,1,0,0,1,0,0,1,0,0,3,Biweekly,1098.0,1697.0,Separate billing,3,3,0,0,1,1,0,1,1,Maybe
408,Tech-Savvy Young Adopters,Al Furjan,GCC national,25-34,Shared housing/roommates,Tenant,0.5,4,"30,000-49,999",0,0,0,1,0,0,Individual freelancers,3,0,1,0,0,1,1,1,1,0,6.1,1,0,0,1,0,1,1,0,0,4,Biweekly,1394.0,1634.0,Bundled into HOA fees,5,5,0,0,0,0,1,0,0,Yes
409,Time-Poor Premium Professionals,The Springs,Western (Europe/NA/ANZ),Under 25,Shared housing/roommates,Owner,3.0,4,"50,000-79,999",1,1,0,1,1,0,Mix,2,1,0,0,0,0,0,0,0,0,6.3,0,1,1,0,0,0,1,0,1,5,Weekly,3503.0,4914.0,Bundled into HOA fees,4,3,0,0,1,0,0,0,0,Yes
410,Tech-Savvy Young Adopters,Damac Hills,Other Arab,25-34,Shared housing/roommates,Tenant,0.1,3,"15,000-29,999",1,0,0,0,0,0,Agency/company,2,0,1,0,1,0,0,0,1,0,7.3,0,1,0,1,0,1,0,0,0,3,Flexible/on-demand,1370.0,1066.0,Separate billing,5,5,0,0,1,1,1,0,0,Yes
411,Skeptical Traditionalists,Akoya Oxygen,Other Arab,45-54,Multigenerational household,Owner,8.3,3,"Under 15,000",0,0,1,0,0,0,Informal/word-of-mouth,3,0,1,0,1,1,0,1,1,1,7.8,1,1,1,1,0,0,1,0,1,5,Weekly,834.0,468.0,Separate billing,4,2,0,1,0,1,0,0,1,No
412,Skeptical Traditionalists,The Springs,GCC national,55+,"Single/couple, no children",Owner,9.8,2,,1,0,0,0,1,0,Agency/company,4,0,0,1,0,1,0,0,0,0,4.9,1,0,1,0,1,0,0,0,0,5,Biweekly,1571.0,896.0,Bundled into HOA fees,4,2,0,0,1,0,0,0,0,No
413,Time-Poor Premium Professionals,The Meadows,South Asian,45-54,"Single/couple, no children",Tenant,3.3,2,"50,000-79,999",1,1,0,0,0,0,Agency/company,3,1,1,0,0,1,0,0,0,0,10.1,0,0,0,0,1,0,0,1,0,5,Monthly,3391.0,5876.0,Bundled into HOA fees,5,5,0,1,0,0,0,1,0,Yes
414,Tech-Savvy Young Adopters,The Meadows,Western (Europe/NA/ANZ),Under 25,"Single/couple, no children",Owner,2.3,3,"50,000-79,999",1,0,0,0,0,0,Agency/company,2,1,0,0,0,1,0,0,0,0,7.7,1,1,1,1,0,1,0,1,0,4,Weekly,1846.0,2345.0,Separate billing,3,5,1,0,0,0,0,1,0,Yes
415,Time-Poor Premium Professionals,Damac Hills,Other,25-34,"Single/couple, no children",Tenant,3.9,4,"50,000-79,999",1,0,0,0,0,0,Agency/company,4,0,1,0,1,0,0,0,0,0,5.8,1,1,1,0,0,1,1,0,1,4,Weekly,3868.0,8250.0,Separate billing,3,4,0,1,0,0,0,0,0,Maybe
416,Cost-Conscious Family Households,Jumeirah Islands,Other,45-54,Couple with children,Owner,6.5,5,"15,000-29,999",0,0,0,1,1,0,Informal/word-of-mouth,2,1,0,1,0,1,0,1,0,0,7.2,1,1,0,1,0,0,1,0,1,4,Flexible/on-demand,1456.0,2501.0,Bundled into HOA fees,5,4,0,1,0,0,0,0,1,Yes
417,Time-Poor Premium Professionals,Mudon,Western (Europe/NA/ANZ),35-44,Couple with children,Tenant,2.5,3,"50,000-79,999",1,0,1,0,0,0,Mix,2,0,0,0,0,0,0,0,0,1,,0,1,1,1,1,1,1,1,0,4,Weekly,1935.0,1903.0,No preference,5,4,0,1,0,0,1,1,0,No
418,Affluent Low-Engagement,The Springs,GCC national,45-54,Couple with children,Owner,9.3,4,"80,000+",0,1,1,0,1,0,Agency/company,4,0,0,0,0,0,0,1,0,0,0.1,0,0,1,0,0,1,0,0,1,3,Weekly,8998.0,13416.0,Bundled into HOA fees,4,3,0,0,0,0,0,1,0,Maybe
419,Time-Poor Premium Professionals,Damac Hills,African,25-34,"Single/couple, no children",Owner,5.3,3,"30,000-49,999",1,1,0,1,1,0,Individual freelancers,2,0,0,0,0,0,0,1,1,0,7.6,0,0,1,1,1,0,0,0,0,4,Biweekly,2008.0,4327.0,Bundled into HOA fees,5,2,0,0,0,1,0,0,1,Yes
420,Tech-Savvy Young Adopters,Dubai Hills Estate,Western (Europe/NA/ANZ),35-44,Couple with children,Tenant,0.9,2,"30,000-49,999",0,0,0,0,0,1,Individual freelancers,3,1,0,0,1,1,0,0,0,0,3.7,0,0,0,0,0,0,1,1,0,4,Flexible/on-demand,352.0,806.0,Separate billing,3,5,1,0,0,0,1,1,0,Maybe
421,Skeptical Traditionalists,The Meadows,GCC national,55+,Multigenerational household,Tenant,13.3,4,"15,000-29,999",1,0,0,0,1,0,Agency/company,4,1,1,0,0,0,0,0,0,0,3.4,1,0,1,1,1,1,0,0,0,4,Monthly,1017.0,986.0,Bundled into HOA fees,5,2,0,0,0,1,0,0,0,No
422,Time-Poor Premium Professionals,Dubai Hills Estate,Western (Europe/NA/ANZ),25-34,Multigenerational household,Owner,4.3,3,"30,000-49,999",0,0,0,1,1,0,Agency/company,2,1,1,0,0,1,0,0,0,0,8.7,1,0,1,1,0,0,0,0,0,3,Weekly,3228.0,2683.0,Separate billing,3,5,0,0,1,1,0,1,0,Yes
423,Time-Poor Premium Professionals,Damac Hills,South Asian,35-44,"Single/couple, no children",Tenant,4.2,5,"80,000+",1,0,1,0,1,0,Agency/company,2,1,1,0,0,1,1,0,0,0,10.4,1,1,1,0,0,0,0,0,0,4,Biweekly,7380.0,11012.0,Separate billing,4,5,0,1,0,1,0,0,0,Yes
424,Time-Poor Premium Professionals,Dubai Hills Estate,Other,35-44,Couple with children,Owner,4.5,3,"50,000-79,999",1,1,0,0,1,0,Mix,3,0,0,1,0,0,0,0,0,0,8.4,1,1,0,0,0,0,1,0,0,4,Flexible/on-demand,3986.0,5703.0,No preference,4,4,1,0,0,1,0,1,0,Yes
425,Skeptical Traditionalists,Al Furjan,GCC national,55+,Multigenerational household,Owner,10.1,2,"30,000-49,999",0,0,0,1,1,0,Mix,4,1,0,0,0,0,0,0,0,0,5.5,1,1,1,1,1,0,0,0,1,4,Weekly,720.0,20.0,Separate billing,5,1,0,0,1,1,0,0,0,No
426,Tech-Savvy Young Adopters,Jumeirah Islands,South Asian,35-44,"Single/couple, no children",Owner,0.7,3,"30,000-49,999",1,0,1,0,1,0,DIY,2,1,1,1,1,0,0,0,0,0,4.8,1,1,1,1,1,1,1,0,1,4,Biweekly,1772.0,2855.0,Bundled into HOA fees,3,3,1,1,0,0,0,0,0,Yes
427,Cost-Conscious Family Households,The Meadows,South Asian,35-44,Couple with children,Owner,7.8,2,"30,000-49,999",1,1,1,0,0,0,Informal/word-of-mouth,4,1,1,0,1,0,0,0,0,0,6.1,1,1,0,1,0,0,0,1,1,2,Weekly,1603.0,916.0,No preference,3,3,0,1,0,1,0,0,0,Maybe
428,Tech-Savvy Young Adopters,Jumeirah Islands,South Asian,25-34,"Single/couple, no children",Owner,6.1,4,"15,000-29,999",1,0,1,0,0,0,DIY,2,0,0,0,0,0,1,0,1,0,5.2,0,1,1,1,0,0,0,0,0,3,Biweekly,892.0,1356.0,Separate billing,4,4,0,0,1,0,0,1,0,Maybe
429,Time-Poor Premium Professionals,Jumeirah Islands,Southeast/East Asian,35-44,"Single/couple, no children",Owner,2.3,3,"80,000+",1,0,0,0,1,0,Agency/company,2,1,1,0,0,0,0,0,1,0,10.2,1,0,1,0,1,0,0,0,1,4,Weekly,3685.0,5423.0,Bundled into HOA fees,5,5,1,0,0,1,1,1,0,Yes
430,Tech-Savvy Young Adopters,Al Furjan,Other Arab,25-34,"Single/couple, no children",Tenant,2.1,3,"80,000+",1,0,0,0,1,0,Individual freelancers,2,0,1,1,0,0,0,0,1,0,4.6,1,1,0,1,0,0,1,0,0,3,Flexible/on-demand,3018.0,3142.0,No preference,4,5,1,0,1,0,0,0,0,Yes
431,Tech-Savvy Young Adopters,Jumeirah Islands,South Asian,35-44,"Single/couple, no children",Tenant,1.7,3,"15,000-29,999",1,0,0,1,1,0,Individual freelancers,3,1,0,1,0,0,0,0,0,0,3.4,1,1,1,0,0,1,0,1,1,3,Weekly,787.0,20.0,Bundled into HOA fees,5,5,0,0,0,0,0,0,0,Yes
432,Affluent Low-Engagement,The Springs,Other Arab,55+,Multigenerational household,Owner,5.5,5,"80,000+",1,1,1,1,1,0,Agency/company,4,0,0,1,0,0,0,0,0,0,3.5,0,0,1,1,0,1,0,1,1,3,Weekly,20001.0,29217.0,Separate billing,4,2,1,0,0,0,1,0,0,No
433,Affluent Low-Engagement,Al Furjan,Western (Europe/NA/ANZ),45-54,Multigenerational household,Owner,11.3,5,"80,000+",1,1,0,1,1,0,Mix,2,0,0,0,0,0,0,0,0,1,0.8,0,1,1,0,1,0,1,0,1,1,Biweekly,16667.0,24971.0,Separate billing,5,2,0,0,0,0,0,0,0,No
434,Tech-Savvy Young Adopters,The Meadows,South Asian,35-44,Couple with children,Tenant,3.5,3,"15,000-29,999",1,0,0,0,0,0,Agency/company,2,1,0,0,1,1,0,0,1,1,4.7,0,1,0,1,0,0,1,0,1,2,Flexible/on-demand,529.0,1013.0,Bundled into HOA fees,3,5,0,0,0,0,0,0,0,Yes
435,Time-Poor Premium Professionals,The Meadows,Western (Europe/NA/ANZ),45-54,"Single/couple, no children",Tenant,1.5,2,"50,000-79,999",1,1,0,0,0,0,Mix,2,0,0,0,0,0,0,0,1,0,9.7,1,1,1,1,0,0,0,0,1,4,Monthly,1782.0,3091.0,Separate billing,4,5,1,0,1,1,1,0,0,No
436,Time-Poor Premium Professionals,Al Furjan,Southeast/East Asian,45-54,"Single/couple, no children",Tenant,6.7,3,"15,000-29,999",1,1,1,0,1,0,Informal/word-of-mouth,4,1,0,0,0,1,0,0,1,0,11.8,0,1,0,0,1,0,0,0,0,5,Biweekly,1401.0,1864.0,Separate billing,5,3,0,0,0,0,0,0,0,Yes
437,Time-Poor Premium Professionals,Akoya Oxygen,South Asian,35-44,"Single/couple, no children",Owner,3.5,3,"30,000-49,999",0,0,1,0,0,0,DIY,2,1,1,0,0,0,1,0,0,0,7.8,1,0,0,1,0,0,1,1,0,4,Weekly,3837.0,4652.0,Bundled into HOA fees,5,4,1,0,0,0,0,0,0,Maybe
438,Skeptical Traditionalists,Dubai Hills Estate,Other Arab,35-44,Multigenerational household,Owner,12.5,5,"30,000-49,999",1,1,0,0,0,0,Informal/word-of-mouth,4,1,0,1,0,0,0,1,0,0,3.2,0,1,1,1,0,1,0,0,1,5,Flexible/on-demand,2119.0,1742.0,Bundled into HOA fees,4,2,1,0,1,0,0,0,0,Yes
439,Affluent Low-Engagement,Dubai Hills Estate,Western (Europe/NA/ANZ),55+,Couple with children,Owner,11.9,5,"15,000-29,999",1,1,1,1,1,0,Agency/company,3,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,1,0,3,Weekly,4916.0,6901.0,Bundled into HOA fees,4,2,0,1,0,0,0,0,0,Maybe
440,Skeptical Traditionalists,Dubai Hills Estate,GCC national,55+,Couple with children,Tenant,10.3,3,"15,000-29,999",0,0,0,0,1,0,Informal/word-of-mouth,5,0,0,1,1,0,0,0,0,0,2.7,0,1,0,0,1,0,0,0,1,5,Flexible/on-demand,1144.0,1237.0,Bundled into HOA fees,5,1,0,0,1,0,0,0,0,No
441,Tech-Savvy Young Adopters,Al Furjan,Southeast/East Asian,25-34,Couple with children,Tenant,0.0,3,"30,000-49,999",0,0,0,0,1,0,DIY,1,0,1,0,0,0,0,1,1,0,4.9,0,0,0,0,0,1,1,0,1,4,Flexible/on-demand,1029.0,1019.0,Separate billing,3,5,1,0,0,0,0,0,0,Yes
442,Time-Poor Premium Professionals,Mudon,Western (Europe/NA/ANZ),35-44,Shared housing/roommates,Tenant,2.3,2,"Under 15,000",1,1,0,0,0,0,Informal/word-of-mouth,2,1,0,1,1,1,1,0,0,0,8.5,1,1,1,1,1,1,0,0,1,4,Weekly,1875.0,2402.0,Separate billing,3,3,0,0,1,0,0,0,0,Yes
443,Affluent Low-Engagement,Akoya Oxygen,Other Arab,35-44,Couple with children,Owner,15.9,5,"80,000+",1,1,0,1,1,0,Individual freelancers,4,0,1,0,0,0,0,0,1,0,3.1,1,0,0,0,0,0,0,0,0,3,Weekly,7763.0,10467.0,Separate billing,4,2,0,1,0,0,0,0,1,No
444,Time-Poor Premium Professionals,Dubai Hills Estate,Western (Europe/NA/ANZ),35-44,Couple with children,Tenant,5.6,5,"30,000-49,999",1,1,1,0,1,0,Agency/company,4,1,1,1,0,1,1,0,1,0,13.5,1,1,1,1,1,1,1,1,0,4,Weekly,5334.0,6237.0,Bundled into HOA fees,5,4,1,0,0,0,1,1,1,No
445,Cost-Conscious Family Households,Arabian Ranches,African,25-34,Couple with children,Owner,6.3,4,"30,000-49,999",1,1,0,0,0,0,Individual freelancers,5,0,0,0,1,1,1,0,1,0,7.4,1,1,1,1,0,1,0,0,0,5,Monthly,2816.0,2365.0,Bundled into HOA fees,5,5,0,0,0,1,0,1,0,Yes
446,Affluent Low-Engagement,Damac Hills,Other Arab,45-54,"Single/couple, no children",Owner,6.0,5,,1,1,1,1,1,0,Mix,4,0,0,1,0,1,1,0,0,0,1.3,0,0,1,0,0,1,0,0,0,3,Weekly,12581.0,12516.0,No preference,5,2,0,0,1,1,0,1,1,No
447,Tech-Savvy Young Adopters,The Springs,Western (Europe/NA/ANZ),25-34,"Single/couple, no children",Tenant,4.7,3,"15,000-29,999",1,0,0,0,0,0,DIY,3,1,0,1,0,0,1,0,1,0,4.8,1,1,1,0,1,1,0,1,0,5,Flexible/on-demand,467.0,366.0,Bundled into HOA fees,3,5,0,0,0,0,0,1,0,No
448,Skeptical Traditionalists,Dubai Hills Estate,GCC national,25-34,Multigenerational household,Owner,13.1,3,,0,0,0,1,0,0,Informal/word-of-mouth,2,1,1,1,0,0,0,1,0,0,4.8,1,1,0,0,0,0,0,0,1,4,Monthly,3384.0,3504.0,Separate billing,4,1,1,0,0,0,0,1,0,Maybe
449,Time-Poor Premium Professionals,The Springs,South Asian,25-34,Shared housing/roommates,Owner,0.5,4,"30,000-49,999",1,1,1,0,0,0,Informal/word-of-mouth,4,1,1,0,1,1,1,0,0,0,10.9,1,0,1,1,0,0,0,1,0,4,Monthly,3908.0,6198.0,Bundled into HOA fees,4,4,1,0,0,0,0,0,0,Yes
450,Skeptical Traditionalists,Al Furjan,GCC national,55+,Couple with children,Owner,10.3,4,"Under 15,000",1,0,0,0,1,0,Agency/company,2,0,0,1,0,0,0,0,0,0,1.6,0,1,1,0,0,0,0,0,0,4,Biweekly,1771.0,1007.0,No preference,5,1,0,0,0,0,0,0,1,Maybe
451,Time-Poor Premium Professionals,Akoya Oxygen,South Asian,25-34,Shared housing/roommates,Owner,3.1,3,"30,000-49,999",0,1,1,0,0,0,Agency/company,3,1,0,0,0,0,0,0,0,0,9.2,1,0,0,0,0,0,0,0,1,3,Weekly,3711.0,6169.0,No preference,3,3,0,0,0,1,1,0,0,Yes
452,Tech-Savvy Young Adopters,Dubai Hills Estate,Other,Under 25,Shared housing/roommates,Tenant,2.0,2,"50,000-79,999",0,0,0,0,0,1,DIY,3,1,1,1,1,1,0,0,0,0,5.8,1,1,1,1,0,0,1,0,1,4,Weekly,1021.0,1470.0,No preference,4,5,0,1,0,0,0,0,0,Yes
453,Affluent Low-Engagement,The Springs,GCC national,45-54,"Single/couple, no children",Owner,2.8,4,"50,000-79,999",1,0,1,0,1,0,Agency/company,4,0,0,1,0,0,0,1,0,0,0.7,1,0,1,0,1,0,0,1,1,3,Monthly,6071.0,7689.0,Bundled into HOA fees,4,3,0,0,0,0,1,0,0,No
454,Time-Poor Premium Professionals,Akoya Oxygen,GCC national,25-34,"Single/couple, no children",Tenant,5.9,4,"30,000-49,999",1,0,0,0,1,0,Individual freelancers,2,1,0,0,0,0,0,1,0,0,7.3,1,1,1,0,0,1,1,0,1,5,Weekly,2376.0,4324.0,Bundled into HOA fees,5,3,0,0,0,0,1,1,0,Yes
455,Time-Poor Premium Professionals,Jumeirah Park,Western (Europe/NA/ANZ),25-34,"Single/couple, no children",Tenant,3.1,3,"15,000-29,999",1,1,0,1,0,0,Agency/company,2,0,1,0,0,1,1,1,0,0,9.5,1,1,1,1,0,1,0,1,1,5,Weekly,1989.0,1825.0,Separate billing,4,3,0,1,0,0,0,0,0,Maybe
456,Time-Poor Premium Professionals,Jumeirah Islands,Western (Europe/NA/ANZ),25-34,"Single/couple, no children",Tenant,2.6,3,"30,000-49,999",1,0,1,0,0,0,Agency/company,3,1,1,0,0,1,0,0,0,0,7.2,1,1,1,1,1,0,0,0,1,4,Monthly,3001.0,3576.0,Bundled into HOA fees,5,4,0,0,1,1,1,0,0,Yes
457,Tech-Savvy Young Adopters,Dubai Hills Estate,Southeast/East Asian,25-34,Couple with children,Owner,1.3,3,"30,000-49,999",0,0,0,0,0,1,DIY,3,0,1,1,0,0,0,0,0,0,3.8,0,0,1,0,0,1,0,0,1,4,Biweekly,1786.0,1558.0,Separate billing,5,5,0,0,1,0,1,1,0,Yes
458,Cost-Conscious Family Households,Arabian Ranches,Other Arab,55+,Multigenerational household,Tenant,3.8,4,"Under 15,000",1,0,1,1,1,0,Agency/company,3,0,1,0,1,0,0,0,1,0,5.9,0,1,0,1,0,0,0,0,0,3,Biweekly,1212.0,1015.0,Bundled into HOA fees,4,4,1,0,0,0,0,0,0,Maybe
459,Affluent Low-Engagement,Damac Hills,Western (Europe/NA/ANZ),35-44,"Single/couple, no children",Owner,6.2,5,,1,1,1,0,0,0,Agency/company,4,0,0,0,0,0,1,0,0,0,1.5,0,0,1,0,1,0,1,0,0,2,Biweekly,5417.0,8549.0,No preference,5,4,0,1,0,0,0,0,0,No
460,Skeptical Traditionalists,Jumeirah Park,GCC national,55+,Shared housing/roommates,Owner,11.5,3,,0,1,0,0,0,0,Agency/company,2,0,0,0,0,0,0,1,0,0,5.5,0,0,0,0,0,0,0,0,1,4,Weekly,1238.0,914.0,Bundled into HOA fees,5,1,0,0,1,1,0,0,1,No
461,Skeptical Traditionalists,Akoya Oxygen,Other Arab,45-54,Shared housing/roommates,Owner,21.9,3,,1,0,0,0,0,0,Mix,3,1,1,1,0,0,1,0,0,0,3.6,1,1,1,0,1,0,0,0,0,4,Weekly,1550.0,1080.0,Separate billing,5,2,1,0,0,0,0,0,1,No
462,Time-Poor Premium Professionals,Mudon,GCC national,25-34,"Single/couple, no children",Owner,4.8,3,"15,000-29,999",1,0,0,0,1,0,Mix,3,1,0,1,0,1,1,0,0,0,10.2,1,1,1,1,0,1,0,1,0,4,Weekly,1297.0,2033.0,Separate billing,5,4,1,0,1,0,0,0,0,Yes
463,Tech-Savvy Young Adopters,Mudon,GCC national,35-44,Couple with children,Tenant,3.0,2,"30,000-49,999",1,1,1,0,0,0,DIY,2,1,0,0,0,0,1,1,1,0,6.2,1,1,1,1,1,1,1,0,0,5,Monthly,446.0,597.0,No preference,4,5,0,0,1,0,0,0,0,Maybe
464,Cost-Conscious Family Households,Akoya Oxygen,Other Arab,35-44,Multigenerational household,Tenant,7.0,5,"15,000-29,999",1,0,0,0,0,0,Agency/company,4,1,0,1,1,0,0,0,0,0,6.6,1,1,1,1,1,0,0,1,0,4,Weekly,1132.0,1628.0,Bundled into HOA fees,5,2,0,0,0,0,0,1,0,No
465,Skeptical Traditionalists,Dubai Hills Estate,Other Arab,55+,Multigenerational household,Tenant,,5,"50,000-79,999",0,1,0,0,1,0,Informal/word-of-mouth,5,0,0,1,0,0,1,1,0,0,4.8,0,1,1,0,1,0,1,0,1,4,Weekly,4814.0,1897.0,No preference,3,3,0,1,0,0,0,0,0,No
466,Affluent Low-Engagement,Damac Hills,Western (Europe/NA/ANZ),35-44,Multigenerational household,Owner,8.3,4,"80,000+",1,1,1,0,1,0,Agency/company,4,0,0,0,0,0,0,0,0,1,2.1,0,0,0,1,1,0,0,1,0,3,Monthly,14890.0,15393.0,Separate billing,4,4,0,1,1,0,0,1,0,No
467,Skeptical Traditionalists,Mudon,Other Arab,45-54,Couple with children,Owner,12.1,4,"50,000-79,999",1,0,1,1,0,0,DIY,4,0,0,0,1,0,1,0,0,0,5.9,1,1,0,1,1,0,0,1,1,5,Flexible/on-demand,2460.0,2873.0,Separate billing,3,1,0,1,1,0,0,0,1,Maybe
468,Tech-Savvy Young Adopters,Arabian Ranches,Western (Europe/NA/ANZ),25-34,"Single/couple, no children",Tenant,1.9,4,"Under 15,000",1,0,0,0,1,0,Individual freelancers,3,0,0,0,1,0,0,0,0,0,4.8,1,1,0,1,0,1,1,1,0,4,Weekly,582.0,516.0,Separate billing,4,5,0,0,0,1,1,1,0,Maybe
469,Time-Poor Premium Professionals,The Meadows,South Asian,25-34,"Single/couple, no children",Owner,5.2,2,"15,000-29,999",1,1,1,0,1,0,Mix,3,0,0,1,0,1,1,0,1,0,8.0,1,1,0,0,1,1,0,1,0,4,Weekly,2142.0,3860.0,Bundled into HOA fees,4,4,0,1,0,0,0,0,0,Yes
470,Skeptical Traditionalists,Jumeirah Park,GCC national,35-44,Multigenerational household,Tenant,9.1,4,"80,000+",1,1,0,0,0,0,Individual freelancers,3,1,0,0,0,0,0,0,1,0,3.3,0,1,1,1,1,0,0,0,1,4,Biweekly,3697.0,1900.0,Bundled into HOA fees,5,2,0,1,0,1,0,0,0,Maybe
471,Cost-Conscious Family Households,Damac Hills,Other Arab,35-44,Couple with children,Tenant,,3,"15,000-29,999",1,0,0,0,1,0,DIY,4,1,1,0,1,0,0,0,1,0,8.0,0,1,1,1,0,0,0,1,1,5,Monthly,1138.0,1579.0,Bundled into HOA fees,4,4,0,0,0,1,1,0,0,No
